index,food_name,WWEIA Category description,WWEIA Category number,Energy (kcal),Is_vegeterian,Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"Water
(g)",is_breakfast,is_lunch_dinner,Cost_CAD,carbon_footprint_gCO2,water_footprint_liters,is_lunch,,Protein (g)
558,Shrimp toast,Seafood mixed dishes,3006,222,0,8.46,12.01,1.4,0.8,15.42,2.166,6.306,5.949,57,23,31,12,84,0,299,80,0.08,0.071,1.534,0.102,10,14,32,25,41.4,0.44,0,2.6,0,3.51,0,27.2,59,134,17,0.77,0.64,0.122,18,132,558,0,0,0,61.87,0,1,6,691,454,,,8.46
559,Shrimp with crab stuffing,Seafood mixed dishes,3006,174,0,16.39,6.16,0.33,0.3,9.01,2.186,3.579,2.515,145,66,68,0,18,1,0,58,0.089,0.126,2.498,0.157,7,40,52,47,105.6,2.13,0,1.7,0.4,2.08,0,5.6,78,244,30,0.9,2.4,0.47,37.5,199,537,0,0,0,66.13,0,1,6,547,358,,,16.39
560,Shrimp with lobster sauce,Seafood mixed dishes,3006,151,0,16.78,2.16,0.8,0,7.85,1.747,3.036,2.206,192,10,10,0,1,1,0,24,0.1,0.092,0.931,0.076,0,9,9,9,80.9,0.6,0,2.6,0.2,1.51,0,3.9,100,163,25,1.61,1.7,0.178,35.8,114,1031,0,0,0,70.33,0,1,6,478,312,,,16.78
561,Sloppy joe,Meat mixed dishes,3002,140,0,12.06,5.48,3.81,0.7,7.63,2.91,3.375,0.252,39,1,10,1,102,0,6507,18,0.033,0.109,2.753,0.219,0,10,10,10,41.9,1.21,0,8.1,0,0.66,0,2.2,18,101,17,1.66,2.91,0.129,9.8,284,296,0,0,0,73.53,0,1,4,445,290,,,12.06
562,Sloppy joe sandwich,Meat and BBQ sandwiches,3742,182.5,0,11.585,19.19,4.6,1.65,6.43,2.2195,2.5075,0.713,26,1,7,1,69.5,0,4396,23.5,0.1745,0.1565,3.33,0.184,11,22.5,41,33.5,34.15,0.85,0,5.7,0,0.55,0,3.15,62,111.5,24.5,2.195,2.305,0.136,15.55,242.5,351.5,0,0,0,61.245,0,1,4,572.5,375,,,11.585
564,"Soup (Ramen, Asian Soup)",Seafood mixed dishes,3006,67,0,8.25,1.59,0.71,0.3,3.05,0.448,1.171,1.135,31,15,19,7,49,1,343,13,0.027,0.045,1.081,0.09,0,8,8,8,39.8,1.93,0,2.8,0.1,0.91,0,3.6,17,145,14,0.5,0.35,0.045,14.8,157,225,0,0,0,86.21,0,1,6,226,144,,,8.25
565,Soup (Seafood),"Soups, broth-based",3804,49.31111111,0,2.832666667,6.769777778,1.479777778,1.424444444,1.296222222,0.3286,0.489666667,0.313177778,7.333333333,1.377777778,36.8,115.3333333,364.9777778,4.955555556,762.6222222,142.1777778,0.049133333,0.040911111,0.7252,0.078466667,2.044444444,20.37777778,23.88888889,22.44444444,12.8,0.102444444,0,5.162222222,0.02,0.283777778,0,8.435555556,12.97777778,40.53333333,13,0.495111111,0.405111111,0.056866667,2.697777778,149.0444444,244.6666667,0,0,0,88.09866667,0,1,3,419.4888889,256.5555556,,,2.832666667
568,Soupy rice with chicken,"Soups, broth-based",3804,151,0,12.07,16.47,1.17,1.4,4.04,0.926,1.955,0.599,42,3,20,17,199,1,1276,256,0.128,0.095,3.808,0.158,26,11,56,38,32.4,0.14,0,6.9,0,0.66,0,7.8,21,123,19,1.35,0.94,0.103,11.8,191,754,0,0,0,65.13,0,1,4,1082,614,,,12.07
570,Soybean curd,Soy and meat-alternative products,2806,160.3333333,1,11.46,6.25,1.57,1.6,11.16333333,1.843666667,2.819666667,5.705,6.666666667,3,3.333333333,0,8,0.333333333,0,8.333333333,0.112666667,0.058666667,0.573,0.069666667,2,37.33333333,40.66666667,39.33333333,57.83333333,0.026666667,0,0.133333333,0.033333333,0.146666667,0,5.033333333,201,162.3333333,38.66666667,2.52,1.136666667,0.240666667,16.5,133.3333333,38.33333333,0,0,0,70.03,0,1,4,505.9999999,330.6666666,,,11.46
571,Soybean curd cheese,Soy and meat-alternative products,2806,151,1,12.5,6.9,1.6,0,8.1,1.172,1.789,4.572,0,0,2,0,25,0,0,0,0,0.14,0.5,0.07,0,22,22,22,62.5,0,0,0,0,0.6,0,4.6,188,222,228,5.6,1.72,0.38,16.8,199,20,0,0,0,70.9,0,1,4,478,312,,,12.5
572,Spaghetti and meatballs dinner,"Pasta mixed dishes, excludes macaroni and cheese",3204,113,0,5.58,15.06,2.88,1.5,3.39,1.008,1.403,0.545,9,12,40,57,305,0,1150,198,0.137,0.095,1.47,0.101,23,12,52,36,14.7,0.28,0,6.7,0,0.42,0,6.6,23,65,16,0.93,0.93,0.079,11.8,179,295,0,0,0,74.72,0,1,4,364,236,,,5.58
573,Spaghetti with meat sauce,"Pasta mixed dishes, excludes macaroni and cheese",3204,113,0,5.58,15.06,2.88,1.5,3.39,1.008,1.403,0.545,9,12,40,57,305,0,1150,198,0.137,0.095,1.47,0.101,23,12,52,36,14.7,0.28,0,6.7,0,0.42,0,6.6,23,65,16,0.93,0.93,0.079,11.8,179,295,0,0,0,74.72,0,1,4,364,236,,,5.58
574,Spam sandwich,Deli and cured meat sandwiches,3740,266,0,10.03,27.64,5.13,1.1,12.83,4.577,6.012,1.699,30,0,3,0,40,0,1542,40,0.364,0.204,3.817,0.153,39,14,80,52,37,0.19,0,0.5,0.3,0.46,0,0.5,97,118,20,1.83,1.09,0.088,20.2,261,913,0,0,0,46.63,0,1,4,823,542,,,10.03
575,Spanish rice,Rice mixed dishes,3202,129,1,2.9825,22.59,1.4925,1.125,2.875,0.57425,0.9855,1.039,2.25,0.25,9,3.5,98.75,6.25,614,69.75,0.25,0.06975,1.65625,0.10175,32.75,5.5,61.25,38,6.8,0.0425,0,8.45,0,0.5175,0,5.175,20.75,45,11.5,1.12,0.405,0.0735,5.325,121.75,365.5,0,0,0,70.27,0,1,3,347.5,203.5,,,2.9825
576,Spanish rice with ground beef,Rice mixed dishes,3202,163,0,9.68,14.79,1.17,0.8,6.91,2.277,2.988,0.761,28,1,8,2,85,6,501,53,0.218,0.103,2.553,0.188,21,7,43,29,28.2,0.82,0,8.4,0,0.48,0,2.9,23,87,14,1.56,2.11,0.081,9.8,181,346,0,0,0,67.4,0,1,4,4426,2455,,,9.68
577,Spinach and cheese casserole,Vegetable dishes,3104,130,1,7.05,9.86,1.01,2.8,7.59,3.859,1.76,0.776,19,51,427,0,4516,1,0,9766,0.129,0.213,0.816,0.108,7,64,75,71,20.2,0.18,0,1.1,0.4,2.4,0,355.2,235,127,62,1.74,0.9,0.131,8.6,247,311,0,0,0,73.51,0,1,3,415,270,,,7.05
578,Spinach salad,Vegetable dishes,3104,84,1,7.02,2.09,0.54,1.2,5.07,1.549,1.924,0.833,86,32,236,0,2451,2,0,4411,0.107,0.264,1.119,0.202,0,93,93,93,82.2,0.31,0,19.1,0.5,1.71,0,347.9,60,91,71,1.22,0.75,0.069,10,480,220,0,0,0,84.06,0,1,3,235,136,,,7.02
579,Spinach souffle,Vegetable dishes,3104,128,1,5.72,7.13,2.48,1.1,8.64,4.126,2.153,0.612,101,103,252,0,1787,3,0,3923,0.087,0.232,0.45,0.084,4,41,49,46,78.7,0.37,0,0.6,1,1.11,0,133.1,102,99,29,1.01,0.57,0.051,9.7,176,160,0,0,0,77.36,0,1,3,409,266,,,5.72
581,Steak sandwich or sub on wheat,Meat and BBQ sandwiches,3742,247,0,18.93,23.49,2.69,2.8,8.27,2.925,3.151,1.107,40,2,2,0,1,0,0,33,0.24,0.234,5.757,0.399,7,33,46,40,48.4,0.99,0,0.1,0.1,0.3,0,3.6,91,193,39,2.91,3.15,0.134,28.3,252,406,0,0,0,47.53,0,1,4,766,504,,,18.93
582,Steak sandwich or sub on white,Meat and BBQ sandwiches,3742,249,0,17.91,25.45,2.76,1.2,8.07,2.977,3.185,1.265,40,2,2,0,0,0,0,23,0.297,0.247,5.694,0.364,44,16,91,60,44.9,0.99,0,0,0.1,0.24,0,0.8,117,165,24,3.02,2.91,0.099,26,215,411,0,0,0,46.88,0,1,4,772,508,,,17.91
583,Steak tartare,Meat mixed dishes,3002,216,0,17.45,0.34,0.08,0.2,15.6,5.796,6.642,0.8,165,40,42,4,13,3,0,109,0.054,0.181,3.967,0.329,0,21,21,21,133.7,2.03,0,0.2,0.6,0.75,0,2.4,28,184,17,2.12,4.03,0.083,19,262,370,0,0,0,64.89,0,1,6,673,442,,,17.45
585,Stew (Poultry dishes),Poultry mixed dishes,3004,96,0,9.74,8.55,1.245,1.2,2.415,0.665,0.9275,0.5365,37,3,100,388,964,2.5,405,119,0.087,0.1005,2.9575,0.2595,8,11.5,25.5,20,33.25,0.09,0,5.25,0,0.225,0,5.25,12,94.5,18,0.565,0.61,0.065,12.05,216.5,305,0,0,0,78.345,0,1,6,313,202,,,9.74
586,Stew (Seafood),Seafood mixed dishes,3006,46,0,7.63,2.75,0.63,0.5,0.42,0.099,0.065,0.134,45,16,67,207,515,1,217,63,0.022,0.032,1.34,0.115,0,11,11,11,39.2,0.64,0,2.8,0.1,0.52,0,2.3,22,132,15,0.19,0.4,0.074,13.4,157,273,0,0,0,88.08,0,1,6,393,240,,,7.63
587,Stew (Vegetable dishes),Vegetable dishes,3104,47,1,1.41,10.07,2.51,2.1,0.24,0.032,0.016,0.071,0,0,206,828,2056,5,864,250,0.052,0.054,0.953,0.108,0,20,20,20,9.9,0,0,11.2,0,0.3,0,8.6,18,38,16,0.36,0.27,0.075,0.2,258,296,0,0,0,86.95,0,1,3,142.5,80.5,,,1.41
588,Stewed chicken with tomato-based sauce,Poultry mixed dishes,3004,120,0,11.98,2.48,0.97,0.4,7.06,1.522,2.654,2.123,49,4,8,1,49,1,2358,13,0.046,0.098,3.535,0.138,1,6,8,8,30.9,0.16,0,3.9,0,1.04,0,2,12,111,14,0.57,0.76,0.057,10.6,189,397,0,0,0,77.29,0,1,6,865,490,,,11.98
590,Stewed dried beef,Meat mixed dishes,3002,258,0,17.69,3.91,2.54,0.8,19.13,3.356,7.271,7.334,45,0,8,6,90,3,2055,47,0.041,0.112,2.814,0.156,0,8,8,8,4.6,0.65,0,7.5,0,4.26,0,5.7,20,113,16,1.62,2.79,0.083,18.1,218,1770,0,0,0,52.79,0,1,6,6991,3880,,,17.69
591,Stewed gizzards,Poultry mixed dishes,3004,179,0,20.26,4.41,1.94,1.1,8.69,1.738,3.651,2.333,237,65,79,0,167,0,923,58,0.246,0.171,2.403,0.111,2,9,12,11,72.5,0.67,0,6.2,0.3,1.12,0,17.3,31,138,11,2.52,2.94,0.135,27,239,380,0,0,0,66.1,0,1,6,562,368,,,20.26
592,Stewed goat,Meat mixed dishes,3002,265,0,22.32,1.98,0.88,0.5,18.08,3.754,11.204,1.743,63,0,8,16,89,0,240,40,0.1,0.475,3.305,0.051,0,7,7,7,88.3,0.93,0,4.2,0.1,3.04,0,5.3,21,178,5,3.05,4.16,0.251,10.7,385,752,0,0,0,54.47,0,1,6,820,540,,,22.32
594,Stewed pork,Meat mixed dishes,3002,200,0,17.91,2.75,1.29,0.6,12.69,2.957,7.353,1.296,54,1,8,6,88,1,3147,38,0.3,0.208,4.601,0.391,0,5,5,5,45.6,0.4,0,8.2,0.4,2.05,0,4.8,20,189,26,1.09,1.91,0.119,27.4,401,579,0,0,0,64.44,0,1,5,2425,1210,,,17.91
595,Stewed rabbit,Meat mixed dishes,3002,214,0,17.14,6.83,0.92,1,12.7,2.615,6.796,1.668,46,0,2,0,27,0,1199,13,0.05,0.11,4.067,0.227,0,9,9,9,51.1,2.26,0,6,0,2.09,0,4.1,20,145,21,1.73,1.4,0.149,20.8,342,440,0,0,0,60.39,0,1,6,667,438,,,17.14
596,Stewed rice,Rice mixed dishes,3202,224,1,3.96,33.43,0.34,0.7,7.8,1.648,3.467,2.221,4,0,2,1,28,1,418,23,0.205,0.031,1.925,0.089,64,4,113,68,6.8,0.02,0,3.1,0,1.1,0,6,17,58,13,1.79,0.57,0.104,7.1,81,654,0,0,0,52.86,0,1,3,585,346,,,3.96
597,Stewed salmon,Seafood mixed dishes,3006,146,0,12.02,8.47,1.27,1.3,7.02,1.056,2.686,2.199,31,9,12,0,34,0,1585,29,0.043,0.124,3.955,0.279,0,15,15,15,56,2.33,0,7.2,7.6,1.35,0,4.8,131,215,29,0.84,0.58,0.112,18.8,401,448,0,0,0,70.61,0,1,6,463,302,,,12.02
598,Stewed seasoned ground beef,Meat mixed dishes,3002,223.5,0,14.01,2.555,1.08,0.55,17.095,5.2625,7.896,1.854,50,2,9.5,9,82,1,1416.5,44.5,0.04,0.1295,3.237,0.1855,0,7.5,8,8,43.3,1.155,0,8.75,0.1,1.48,0,4.7,22,136,18,1.775,3.28,0.0805,11.85,296,666,0,0,0,64.05,0,1,6,6059.5,3362.5,,,14.01
602,Stuffed chicken,Poultry mixed dishes,3004,236,0,28.4,6.51,0.36,0.3,10.54,3.477,3.899,1.587,167,53,56,6,40,2,0,72,0.167,0.319,7.155,0.264,7,16,27,24,113.7,0.66,0,2,0.4,0.69,0,2.4,86,293,27,1.4,2.04,0.081,29.3,301,901,0,0,0,51.93,0,1,6,1677,954,,,28.4
606,Stuffed pepper,Vegetable dishes,3104,180.6666667,1,6.926666667,8.726666667,1.773333333,0.7,12.93666667,3.758333333,4.814333333,3.012666667,30,34.33333333,45,10.33333333,121.3333333,3.666666667,367.3333333,185,0.060666667,0.126,1.350666667,0.190666667,8.666666667,15.66666667,30.66666667,24.33333333,20.63333333,0.416666667,0,42.73333333,0.133333333,1.72,0,12.73333333,82.66666667,92.66666667,13.33333333,0.753333333,1.37,0.06,7.8,162,264.6666667,0,0,0,70.06666667,0,1,3,567.0000001,371.3333334,,,6.926666667
607,Stuffed shells,"Pasta mixed dishes, excludes macaroni and cheese",3204,158,0,9.093333333,18.41666667,1.451666667,0.966666667,5.456666667,2.584333333,1.4525,0.5355,70.5,57.33333333,72.5,0,179.3333333,1.833333333,3630,328.5,0.170666667,0.229,2.054,0.097166667,18,16.5,47.5,34.66666667,45.95,0.455,0,2.733333333,0.4,0.72,0,18.78333333,105.5,133.6666667,22.16666667,1.776666667,0.93,0.103166667,13.06666667,210.5,366,0,0,0,65.32,0,1,4,499,326,,,9.093333333
608,Stuffed tomato,Vegetable dishes,3104,88,1,3.17,11.455,2.16,1.05,3.345,0.748,1.3955,0.8765,6,0,25.5,59.5,271,0.5,1477.5,92,0.0735,0.033,1.1395,0.1185,14.5,10,35,24.5,10.05,0.175,0,12.5,0,0.745,0,7.55,13.5,43.5,13,0.715,0.685,0.0695,3.6,198,153,0,0,0,81.135,0,1,3,289,186,,,3.17
609,Sushi,"Egg rolls, dumplings, sushi",3406,106.2857143,0,7.052857143,14.47142857,1.284285714,0.657142857,1.867142857,0.476,0.819714286,0.332571429,53.14285714,64.71428571,65.71428571,0.142857143,9.285714286,1.285714286,0,38.42857143,0.039428571,0.064285714,1.870285714,0.128571429,0,7.571428571,7.571428571,7.571428571,39.94285714,0.652857143,0,0.242857143,2.128571429,0.487142857,0,0.271428571,12.71428571,92.57142857,13.28571429,0.344285714,0.565714286,0.052285714,16.02857143,88.14285714,357.1428571,0,0,0,75.07857143,0,1,5,343.8571429,222.5714286,,,7.052857143
610,Sushi roll,"Egg rolls, dumplings, sushi",3406,99.83333333,0,4.393333333,16.66,1.218333333,0.983333333,1.403333333,0.260333333,0.762166667,0.226,16.33333333,41.66666667,45.66666667,1.166666667,42.83333333,2,0,10.16666667,0.031166667,0.033833333,0.902,0.0765,0,7.5,7.5,7.5,14.7,0.383333333,0,1.016666667,1.516666667,0.406666667,0,1.65,9.333333333,49.5,9.833333333,0.205,0.49,0.062,8.133333333,70.33333333,366.8333333,0,0,0,76.015,0,1,5,324.5,209.6666667,,,4.393333333
611,Sushi roll tuna,"Egg rolls, dumplings, sushi",3406,97,0,7.4,15.3,0.92,0.7,0.26,0.069,0.076,0.084,10,4,8,0,38,0,0,0,0.044,0.043,4.725,0.247,0,3,3,3,17.4,0.51,0,0.5,0.4,0.1,0,0.1,4,74,12,0.31,0.38,0.046,26,119,342,0,0,0,75.61,0,1,5,316,204,,,7.4
612,Swedish meatballs with cream or white sauce,Meat mixed dishes,3002,170,0,12.48,6.29,2.46,0.2,10.3,4.535,3.965,0.495,64,38,38,0,6,1,0,27,0.071,0.171,2.557,0.185,4,9,15,13,52.3,1.18,0,0.2,0.2,0.18,0,1.2,55,133,15,1.42,2.66,0.049,11.8,204,537,0,0,0,69.05,0,1,6,535,350,,,12.48
613,Swiss steak with beans,"Bean, pea, legume dishes",3102,180,0,12.69,14.13,0.95,4,8.09,1.548,2.254,3.239,4,0,1,0,8,0,0,1,2.1,0.206,3.152,0.242,3,98,104,101,15.7,1.57,1.57,3.7,0,0.88,0,3.4,109,166,45,2.09,1.01,0.165,18.2,269,689,0,0,0,62.45,0,1,4,565,370,,,12.69
614,Swiss steak (mixed dishes),Meat mixed dishes,3002,115,0,15.48,3.67,1.19,0.9,4.42,1.124,1.84,0.988,38,2,43,138,419,0,800,48,0.239,0.177,4.382,0.414,2,8,11,10,38.6,0.96,0,4.4,0,0.77,0,5.8,24,146,13,1.76,2.34,0.055,14.1,284,250,0,0,0,75.12,0,1,6,370,240,,,15.48
615,Taco or tostada salad,Burritos and tacos,3502,165,0,5.14,18.43,1.94,3.5,8.03,2.6705,2.852,1.6295,8,23,33.5,13,118,2,261.5,108.5,0.1545,0.1135,1.212,0.0725,11,36,54.5,47,14.15,0.05,0,3.05,0,0.955,0,11.25,88.5,113.5,22,1.69,0.57,0.118,6.6,226,254.5,0,0,0,66.94,0,1,4,437.5,257.5,,,5.14
616,Taco or tostada salad with chicken,Burritos and tacos,3502,167,0,7.83,16.29,1.78,2.8,8.02,2.283,3.084,1.776,19,15,31,20,170,14,272,116,0.143,0.128,2.238,0.104,11,29,48,40,18.8,0.1,0,3.1,0,1.04,0,11.5,82,127,20,1.59,0.71,0.104,9.7,220,315,0,0,0,66.39,0,1,4,1194,678,,,7.83
617,Taco or tostada salad with chicken and sour cream,Burritos and tacos,3502,171,0,7.24,14.96,1.98,2.5,9.26,3.324,3.173,1.656,23,32,46,17,149,12,239,102,0.131,0.133,1.974,0.096,10,26,43,36,18.9,0.09,0,2.8,0,0.96,0,10.3,85,124,19,1.4,0.67,0.091,9,212,282,0,0,0,67.16,0,1,4,1222,694,,,7.24
618,Taco or tostada salad with meat,Burritos and tacos,3502,179,0,7.45,16.49,1.8,2.9,9.32,2.886,3.674,1.733,15,15,30,20,173,14,276,117,0.141,0.126,1.866,0.117,12,29,49,41,20,0.38,0,3.1,0,1.01,0,11.9,84,120,20,1.82,1.26,0.107,9.2,222,319,0,0,0,65.22,0,1,4,472.5,278.5,,,7.45
619,Taco or tostada salad with meat and sour cream,Burritos and tacos,3502,181,0,6.91,15.12,2,2.5,10.4,3.863,3.689,1.616,20,32,46,17,151,12,241,103,0.129,0.131,1.645,0.107,10,26,43,36,19.9,0.34,0,2.9,0,0.94,0,10.6,87,118,19,1.59,1.15,0.093,8.5,214,286,0,0,0,66.14,0,1,4,477.5,281.5,,,6.91
622,Taquito (Breakfast),Egg/breakfast sandwiches,3706,281,0,9.9,29.25,2.29,2,13.56,3.685,4.61,3.912,129,55,55,0,0,4,0,157,0.333,0.3,3.016,0.076,46,25,103,71,90.6,0.3,0,0,0.8,1.25,0,9.1,101,192,18,2.71,0.84,0.067,24.4,137,555,0,0,0,45.27,1,0,4,868,572,,,9.9
624,Textured vegetable protein,Soy and meat-alternative products,2806,366,1,51.1,32.9,16.42,17.5,3.33,0.136,0.208,0.533,0,0,2,0,24,0,0,0,0.542,0.298,3.43,0.618,0,305,305,305,11.3,0,0,0,0,0.12,0,4.1,338,726,313,7.34,4.44,1.51,45.8,2480,2,0,0,0,6.24,0,1,5,940,559,,,51.1
626,Tomato sandwich on wheat,Vegetable sandwiches/burgers,3744,199,1,9.44,24.67,3.92,3.1,6.99,3.195,1.441,0.984,15,45,57,20,145,3,928,69,0.216,0.175,2.631,0.119,7,36,48,43,16.7,0.26,0,5.4,0.6,0.49,0,5.7,239,190,36,1.71,1.25,0.117,17.6,194,489,0,0,0,56.49,0,1,3,622,408,,,9.44
627,Tomato sandwich on white,Vegetable sandwiches/burgers,3744,201,1,8.46,26.54,3.99,1.5,6.8,3.245,1.473,1.135,15,45,57,20,144,3,928,59,0.271,0.188,2.57,0.085,43,19,92,62,13.4,0.26,0,5.4,0.6,0.42,0,3,264,164,22,1.81,1.02,0.084,15.4,159,494,0,0,0,55.87,0,1,3,628,412,,,8.46
628,Topping from cheese pizza,Pizza,3602,230,0,16.86,7.62,4.38,1,14.67,8.024,3.366,0.793,45,138,156,0,223,0,7271,109,0.025,0.279,2.311,0.145,0,21,21,21,14.3,0.62,0,1.1,0.3,1.72,0,8.8,485,381,29,0.58,2.57,0.07,18.9,261,713,0,0,0,57.35,0,1,5,715,470,,,16.86
629,Topping from meat and vegetable pizza,Pizza,3602,299,0,17.55,7.66,4.09,1,22.03,9.55,8,2.445,61,84,98,4,165,1,4123,125,0.144,0.268,3.655,0.272,0,17,17,17,35.2,0.8,0,11,0.6,1.42,0,7.4,286,285,27,0.97,2.5,0.093,20.4,322,837,0,0,0,49.29,0,1,5,772.5,458.5,,,17.55
630,Topping from meat pizza,Pizza,3602,321,0,19.19,5.65,3.2,0.7,24.52,10.647,8.921,2.698,68,94,105,0,141,0,4601,69,0.145,0.29,3.973,0.244,0,14,14,14,36.8,0.89,0,0.7,0.7,1.49,0,6.5,314,309,27,0.97,2.74,0.081,22.6,302,934,0,0,0,46.9,0,1,5,988,652,,,19.19
631,Topping from vegetable pizza,Pizza,3602,247,0,15.59,12.18,5.75,1.9,15.61,7.622,4.803,0.891,40,121,146,6,304,2,6399,317,0.045,0.257,2.189,0.212,0,25,25,25,18.5,0.54,0,17.3,0.2,2.03,0,10.6,455,348,31,2.18,2.39,0.153,17.1,311,805,0,0,0,52.83,0,1,5,642.5,380.5,,,15.59
632,Tortellini,"Pasta mixed dishes, excludes macaroni and cheese",3204,154.4,0,6.766,19.774,1.299,1.01,5.397,1.9803,1.7091,0.97,54.3,41.2,52.9,5.9,134.7,1.5,1311.6,223.3,0.177,0.171,1.6558,0.0767,28.2,12.2,59.8,40.3,37.49,0.218,0,1.7,0.33,0.597,0,13.46,63.8,99,16.8,1.216,0.679,0.063,14.36,117.4,410.2,0,0,0,66.393,0,1,4,488.2,318.8,,,6.766
633,Tuna and rice with mushroom sauce,Seafood mixed dishes,3006,128,0,4.57,15.39,0.59,0.4,5.17,0.883,1.811,2.128,6,8,8,0,0,0,0,1,0.088,0.035,2.167,0.097,25,3,46,28,9.4,0.41,0,0,0.3,0.82,0,8.7,22,55,11,0.84,0.39,0.045,13.9,73,298,0,0,0,73.77,0,1,6,345,202,,,4.57
634,Tuna cake or patty,Seafood mixed dishes,3006,206,0,15.33,2.65,0.49,0.2,14.92,2.446,4.415,7.186,71,30,30,0,1,2,0,51,0.054,0.109,7.274,0.222,2,10,13,12,53.4,1.76,0,0.3,1.1,1.65,0,23.1,25,124,19,1.53,0.66,0.047,52.5,155,372,0,0,0,65.71,0,1,6,643,422,,,15.33
635,Tuna casserole with vegetables and mushroom sauce,Seafood mixed dishes,3006,115,0,9.04,8.39,1.81,0.9,5.12,1.98,1.051,1.257,21,36,37,1,15,1,0,17,0.076,0.142,4.636,0.159,3,9,15,13,20.1,0.99,0,3.2,0.6,0.31,0,7.3,40,97,16,1,0.51,0.102,30,188,364,0,0,0,76.05,0,1,6,312.5,182.5,,,9.04
636,Tuna noodle casserole with cream or white sauce,Seafood mixed dishes,3006,168,0,10.12,15.41,2.16,0.7,7.3,3.262,1.692,0.947,37,78,79,0,20,0,0,13,0.185,0.15,4.603,0.195,30,6,57,36,26,1.08,0,0,0.9,0.47,0,2.4,64,119,22,1.44,0.68,0.066,33.3,141,249,0,0,0,65.95,0,1,6,529,346,,,10.12
637,Tuna noodle casserole with mushroom sauce,Seafood mixed dishes,3006,139,0,9.02,13.92,1.14,0.8,5.18,1.901,1.122,1.27,28,34,35,0,5,0,0,13,0.141,0.107,4.265,0.133,25,5,48,30,22.9,0.91,0,0,0.6,0.31,0,6.3,37,95,18,1.29,0.57,0.065,31.6,116,328,0,0,0,70.62,0,1,6,442,288,,,9.02
638,Tuna noodle casserole with vegetables,Seafood mixed dishes,3006,149,0,8.99,14.16,2.37,0.9,6.22,2.764,1.429,0.822,31,66,67,1,23,1,0,21,0.163,0.184,4.373,0.186,25,10,53,35,24.6,0.92,0,3.2,0.8,0.41,0,2.3,56,114,20,1.26,0.65,0.105,30.5,178,211,0,0,0,69.48,0,1,6,397.5,233.5,,,8.99
639,Tuna noodle casserole with vegetables and mushroom sauce,Seafood mixed dishes,3006,124,0,8.11,12.96,1.49,1,4.46,1.626,0.957,1.106,24,29,30,1,12,0,0,23,0.129,0.144,4.092,0.134,21,9,45,30,22,0.78,0,2.5,0.5,0.28,0,5.6,34,94,18,1.15,0.56,0.103,29.2,154,280,0,0,0,73.27,0,1,6,335,196,,,8.11
640,Tuna salad,Seafood mixed dishes,3006,110.4444444,0,9.835555556,5.135555556,3.343333333,0.444444444,5.723333333,0.928,1.289,3.096111111,21.22222222,9.777777778,18.22222222,7,90.88888889,16.88888889,0.333333333,79.77777778,0.021777778,0.061111111,5.082,0.177777778,0,10.77777778,10.77777778,10.77777778,19.28888889,1.298888889,0,0.711111111,0.611111111,0.704444444,0,24.11111111,22.66666667,83.33333333,15,0.932222222,0.384444444,0.032333333,34.51111111,161.2222222,461.6666667,0,0,0,77.75333333,0,1,6,301.111111,175.6666666,,,9.835555556
641,Tuna salad sandwich on wheat,Seafood sandwiches,3730,224.5,0,11.035,16.44,3.1,2,12.755,2.6735,2.7645,6.4215,21.5,21,27,4.5,62,11.5,0,72,0.1405,0.125,4.8165,0.167,4.5,26,34,31,22.8,0.925,0,0.5,0.6,0.74,0,30.15,111.5,133.5,29,1.615,0.84,0.083,32.15,165.5,455.5,0,0,0,57.855,0,1,6,586.25,346.75,,,11.035
642,Tuna salad sandwich on white,Seafood sandwiches,3730,225.5,0,10.41,17.635,3.14,0.95,12.63,2.7055,2.785,6.5175,21.5,21,27,4.5,61.5,11.5,0,66.5,0.1755,0.1335,4.7775,0.1455,27.5,16,61.5,42.5,20.65,0.925,0,0.45,0.6,0.7,0,28.45,127.5,116.5,19.5,1.685,0.69,0.0615,30.75,142.5,459,0,0,0,57.46,0,1,6,588.75,348.25,,,10.41
